Tweet;Classificação
"Sim fizeram reforma da previdência e ajustaram , mexeram até nos ""direitos adquiridos"" porém a esquerda quer mexer sem mexer em nada , porque o Sr Tarso não elogia os países de esquerda? Provavelmente porque não dão certo";Positivo
CARA DE PAU!!!! ENROLÃO!!! QUEREMOS A REFORMA DA PREVIDÊNCIA!!! PACIÊNCIA DO POVO TEM LIMITE! ESTAMPS CANSADOS DESSA BANDIDAGEM!!!! TRAÍRAS APROVEITADORES DO NOSSO DINHEIRO!!!! #ReformaDaPrevidencia;Positivo
APOIO IRRESTRITO À LAVA JATO! REFORMA DA PREVIDÊNCIA JÁ! PACOTE ANTE CRIME! Estaremos nas ruas mais uma vez exigindo nossos direitos. Essa é a única forma de termos nosso país em ordem. DIA 30 ESTAREMOS NOVAMENTE NAS RUAS. NÃO NOS CALAREMOS JAMAIS! #Dia30EuVou;Positivo
Para o Brasil comenzar a crecer é urgente a aprovação da Reforma da Previdência! #ReformaDaPrevidenciaAprovadaAntesDoRecesso;Positivo
Agora vote logo a Reforma da Previdência. E paute o IMPEACHMENT DOS TOGADOS.;Positivo
Se você realmente se importa com os brasileiros #ReformaDaPrevidencia já.;Positivo
Mentira,a capacidade de investimentos do Governo vai aumentar,e esse efeito multiplicador gera Renda.Simplesmente inventar Renda sem lastro,como o PT fez,só aumenta recessão,inflação,queda do Poder de compra e desemprego!A Reforma da Previdência vai corrigir isso,fora a roubo!;Positivo
A manifestação é contra a agenda do Congresso que não está demonstrando interesse nas pautas que farão bem ao país como a reforma da previdência e o pacote anti crime do Moro.;Positivo
Excelente trabalho, sim. A SECOM está de parabéns. Porém, o governo precisa se entender melhor com sua equipe ministerial antes de dar declarações, a fim de evitar incertezas ou desconfianças. Não repercutiram bem as referências à Embraer, à reforma da previdencia e ao IOF.;Positivo
@EliasVazGyn Parabéns pelo seu trabalho e pela sua fala na comissão de finanças. Não à reforma da previdência.;Positivo
A Reforma da Previdência não é a única coisa que o país precisa, temos problemas aos montes, apenas é o atual foco!;Positivo
Parabéns ao Governo do @jairbolsonaro finalmente a tramitação da reforma da previdência aprovada, parabéns a todos que apoiam o Governo e o 🇧🇷, mas que as próximas reformas sejam mais agieis e não demore quase ano , reforma tributária, PCT anticrime reforma administrativa,;Positivo
Reforma da Previdência já! #BrasilQuerUmTrilhao;Positivo
Quem votou não na reforma da previdencia não votar nas cidades, nem estados!!!!!!! #ReformaSimBolsonaro;Positivo
Sobre a Deputada Federal @tabataamaralsp e o PDT ameaçando expulsar ela caso vote a favor da reforma da Previdência, ação vergonhosa do partido. O PDT tem muito mais a perde sem ela, do que ela com a expulsão do partido.;Positivo
Vamos fazer a Reforma da Previdência do Partido Novo, daí o liberalismo vai ser efetivo;Positivo
o que geraria uma crise institucional que paralisaria o país, interrompendo a Reforma da Previdência, fundamental para destravar economicamente o Brasil. Quero muito a CPI Lava Toga, mas precisamos muito mais da reforma, o governo Bolsonaro depende dessa reforma para ter êxito.;Positivo
Esqueçam qualquer tipo de contenda por hora. Foquem única e exclusivamente na Reforma da Previdência, disso depende o Brasil. EU APOIO A NOVA PREVIDÊNCIA 🇧🇷 ;Positivo
São muitos os vícios da Previdência e não acredito que essa reforma seja a solução definitiva, mas é preciso começar, senão corremos o risco de termos escapado de uma Venezuela para cair numa Grécia!;Positivo
Gov, peça gentilmente aos deputados federais por MG que atentem à necessidade orçamentária do estado e votem a favor da reforma da previdência! #EuApoioNovaPrevidencia;Positivo
Esquerda já era , reforma da previdência sim, mudança sim nada vai me tirar do foco;Positivo
Foco na reforma da previdência! ;Positivo
#ConvocaOs686Presidente Parabéns Presidente pela aprovação da Reforma da previdência na câmara. @jairbolsonaro Precisamos da convocaçao de mais 686 PRF para viabilizar mais apreensões de Drogas/Armas, contrabando/descaminho e salvar vidas nas estradas. @SF_Moro @depheliolopes;Positivo
Seria oportuno aproveitar o projeto atual de idade mínima da reforma da previdência. Reflita sobre o tema, uma conversa franca com a sociedade pode ajudar a fazer história com a reforma mais profunda para levar o país à prosperidade sem precedente na próxima década.;Positivo
Para que o Brasil avance, vou pela Reforma da Previdência e LeiAnticrime. Combatendo o crime, a corrupção e o Crime Organizado #Dia26ReformasJa;Positivo
no sexo eu sou totalmente contra a reforma da previdência KKKKKKKKKKK SIM! ;Positivo
Fique claro que essa greve não foi uma reação aos cortes mas sim contra a reforma da previdência. Se vcs são contra tudo bem mas deixe a UFBA fora disso. Não é da propriedade de vcs! ;Positivo
Parabéns pela condução. Sr. @RodrigoMaia . Aprove o quanto antes essa reforma da previdência. Temos que economizar pelo menos 800 bilhões.;Positivo
Eu apoio a reforma da previdência e é necessária, mesmo vc se posicionando contra pra que te ofender, estamos nos tornando irracionais 😜;Positivo
É só lacre. @Haddad_Fernando só tenta emplacar a tirada do momento, a frase de efeito encima dos twitters de @jairbolsonaro. Não há proposta, pois não há projeto de país no liberalismo progressista. Fosse Haddad presidente, era ele que estaria tocando a reforma da previdência.;Positivo
Por fv olhe o outro lado da reforma da previdência. Por fv. ;Positivo
A reforma da Previdência é importante porque não tem nada a ver com isso que é maior confusão entre as coisas;Positivo
Boa noite, mas só p quem apoiou a reforma da previdência e não vai aposentar 😂😂😂😂😂😂😂😂😂😂😂😂;Positivo
Bolsonaro foi rifado pela reforma da previdência ;Positivo
#SenadoAproveAReforma Aprovem logo essa reforma da previdência, cambada de cu de cachorro!;Positivo
"Até ""o seu Zé"" da quitanda sabe da necessidade da reforma da previdência. Os Srs. Deputados ainda não sabem?";Positivo
Pacote ante crime aprova ja, decreto do porte de armas sim, reforma da previdencia na integra ja;Positivo
Está faltando uma pauta que una a todos. Por exemplo? A reforma da previdência e o pacote do Moro, fora STF e Lula permanece na cadeia. Se votamos no Bolsonaro temos que confiar na sua capacidade de cumprir suas promessas. Vamos lutar as grandes lutas e não vamos pressionar o PR.;Positivo
Porque meu partido é o Brasil!!manifestações em todo o país,a favor da lava jato,lava TOGA,pacote anticrime, reforma da previdência e outros!!!Somos mais de 57 milhões a favor do que é certo.quem gostar de comunismo vai morar nos países comunistas!!! ;Positivo
Na velha política,repartiam os ministérios para coligados e só depois do carnaval começava se mexer, mal entrou janeiro e Bolsonaro já foi num fórum econômico internacional,fez uma grande cirurgia, apresentou um pacote anti crime e uma reforma da previdência.;Positivo
amiga eu fiz ontem uma thread sobre a reforma da previdência depois vc vê pois eu fui 100% liberalzao mesmo até o Filipe gostaria;Positivo
De acordo com a nova previdência social, para se aposentar aos 60 você terá que contribuir por no mínimo 80 anos. #reformadaprevidencia;Positivo
É inegável que a reforma da previdência é prioritária!! Mas, o irretocável “PACOTE ANTI-CRIME” do Ministro da Justiça Sérgio Moro,não deve ser relegado à segundo plano! Não aguentamos mais a CRIMINALIDADE GERAL que tomou conta do nosso amado Brasil 🇧🇷 https://conexaopolitica.com.br/artigo/o-irretocavel-e-urgente-pacote-anticrime/;Positivo
Sobre a reforma da previdência, vai um conselho: pare de escutar o que vc ouve por aí, pegue a reforma e LEIA! Pra vc entender, ter conhecimento verídico do que vc fala e não passar vergonha DE NOVO!;Positivo
Melhora nos indicadores de desemprego, inflação controlada, diminuição de ministérios, acordos internacionais selados, reforma da previdência encaminhada... Pode não ser perfeito, mas o governo está no caminho certo.;Positivo
Senhor Deputado Vanderlei Macris - @vanderleimacris precisamos do seu voto para que a Reforma da Previdência seja aprovada, nos ajude a salvar nosso Brasil. POSSO CONTAR COM VOCÊ ?? ;Positivo
"Verdade, aliás esse é o único papel do Congresso, representar o Povo nos temas de interesse do País, como é o caso da Reforma da Previdência. O tempo das ""articulações"" era quando o Congresso agia como Mercenário, votando projetos que representassem benefício, nem sempre lícitos.";Positivo
Não sei gabs, na minha percepção esta forma de governar tá pior pra eles. Pegaram briga até com os milicos, ameaça prejudicar a reforma da previdência (fundamental pra classe economica que os apoia) e a popularidade em queda.;Positivo
hahaha se eu fosse rico, nem aqui eu tava... tava articulando para a reforma da previdência kkk;Positivo
Tem mais alguém aqui que apoia a reforma da previdência. ;Positivo
O que o empregador pode fazer sobre a reforma da previdência? NADA! Ele segue o determinado em lei... isso não é reivindicação para greve. 😌 temas como jornada de trabalho podem ser negociados com o empregador desde que não extrapole o determinado em lei.;Positivo
Rogério Marinho é um bravo defensor da reforma da previdência, tendo que avançar essa importante bandeira em meio ao caos destes dias. O governo tem bons quadros, precisa tirar o entulho. ;Positivo
QUEREMOS A REFORMA DA PREVIDÊNCIA URGENTE!!! QUEREMOS A REFORMA DA PREVIDÊNCIA URGENTE!!! QUEREMOS A REFORMA DA PREVIDÊNCIA URGENTE!!! QUEREMOS A REFORMA DA PREVIDÊNCIA URGENTE!!! QUEREMOS A REFORMA DA PREVIDÊNCIA URGENTE!!! QUEREMOS A REFORMA DA PREVIDÊNCIA URGENTE!!!;Positivo
Vota essa reforma da previdência. Procrastinação.;Positivo
Queremos a aprovação da Reforma da Previdência de Paulo Guedes de um trilhão antes do recesso. @RodrigoMaia #AprovaNovaPrevidencia #AprovemAReformaDoGuedes #ReformadaPrevidenciaDeUmTrilhao;Positivo
Se falaram, no foi o governo, o que o governo falou foi que a reforma da previdência era necessária, mas não suficiente para por as contas do governo em dia, o rombo e o desequilíbrio fiscal promovido pela Dilma não foi nem reduzido na gestão Temer.;Positivo
Total apoio a reforma da previdência. ;Positivo
Parabéns @RodrigoMaia ! @Spock_98, ordem é avançar com a #ReformaDaPrevidencia Vejam só, senhores, @CarlosBolsonaro e @BolsonaroSP , agilidade pela Reforma. ;Positivo
Defendo que não haja recesso parlamentar em julho, para que possamos avançar na votação da Reforma da Previdência.;Positivo
#VoteSimPelaReforma Eu Apoio a Reforma da Previdência! Apoio A Lei Anticrime Apoio a Lava Jato Fim da PEC da Bengala Eu Apoio Lava Toga Fim do Foro Privilegiado https://goo.gl/uwJv7Z @camaradeputados @FFAABrasil @exercitooficial @Biakicis @joicehasselmann @professorLFG;Positivo
Pois façam um projeto contra reeleição mas votem na reforma completa da previdência, sem desidratar... por favor... vocês serão punidos pelas urnas. Caso n deem oportunidade p o país se levantar!;Positivo
Se aprovarem uma reforma politica, tributária, da previdência e anticrime, pra mim ja fez melhor q todos os outros.;Positivo
Com Reforma da Previdência, Tributária e novo Pacto Federativo teremos os empregos e por consequência o crescimento econômico de volta.;Positivo
Passar a reforma da previdência já muda o horizonte! Mas vamos aguardar.;Positivo
agora é hora de união foco na reforma da previdência e pacote anti crimes por favor;Positivo
Boa noite. O corte de verbas nas Universidades se fazem necessário para o controle de gastos. Agora rumo a aprovar a Reforma da Previdência para voltar crescer a economia e as verbas voltarem ao normal. ;Positivo
Sabe o que todos deveria esta fazendo. Cobrando dos senadores a aprovação da reforma da previdência e dos deputados o pacote anti crime do ministro Moro que estão la, desde de Feverreiro que pode fazer o presidente pedalar ou aumentar impostos. Se ele pedalar ja era.;Positivo
Carnaval, dedada, mijo etc é nada diante da seriedade da Reforma da Previdência. Temos que focar no que realmente importa.;Positivo
Termine a aprovação da reforma da previdência lá Go se quiser ter uma mínima chance de se reeleger. ;Positivo
Tem que entrar todo mundo agora! Daqui a pouco deixam o judiciário pra depois, e vai ficar a sombra sobre o processo do Flávio. Reforma com teto absoluto pra todos já! Guedes explica por que militares só entram depois na reforma da Previdência ;Positivo
Sou a favor da reforma da previdência. Mas não aguento ver parlamentar dizendo que o país depende desta reforma para sobreviver. O povo brasileiro apoia, mas não vejo ninguém apoiando o fim do fundo partidário, que promover as campanhas partidárias. Dinheiro público. Sem mais 🤙🏽;Positivo
Sem vergonha, volte agora e trate de ter a responsabilidade que confiamos em fazer as reformas acontecerem. Tem muita gente não querendo receber milagre e depender de nenhum Santo. Queremos trabalhar e produzir um Brasil melhor para todos! Reformas Já #reformadaprevidencia;Positivo
Engraçado ver pessoas que votaram no Ciro, Haddad, dentre outros, protestando totalmente contra qualquer tipo da reforma da previdência quando os próprios candidatos propuseram ela em suas campanhas;Positivo
Nao quero saber se é professor, policial ou tia do cafezinho. Será que essas porras dessas corporações sindicais não entendem que se a Reforma da Previdência não for estendida a TODOS, NINGUÉM vai se dar bem nessa merda no final?;Positivo
Somente dez Estados na Reforma da Previdência. É uma boa opção para dar celeridade ao processo. Os Governadores que apoiam a reforma, vão ter seus Estados incluídos, os que são contra, que façam sua Reforma nas Assembléias Legislativas Ótima sugestão. ;Positivo
Não podemos perder o foco e cair no debate de pautas que não são prioritárias. Para ontem, hoje e amanhã: Reforma da Previdência e Pacote anticrime!!! Meu foco é esse!!;Positivo
Querer a mp870 com voto aberto, reforma da previdência de Paulo Guedes, pacote anti crime e lava toga é ir contra o congresso???;Positivo
FOCO NA REFORMA DA PREVIDÊNCIA ;Positivo
Sera que essas duas deputadas esquerdistas serão favoráveis a reforma da previdência que acaba com injustiças e privilégios absurdos ????;Positivo
Vai ser muito frustrante se o governo com tanto capital politico nao conseguir fazer uma reforma geral definitiva. A critica é pertinente, foi o proprio presidente q deu a entender q deixaria a reforma da previdência para o proximo governo. Nós nao votamos nele de graca.;Positivo
Sabotagem é botar novamente no rabo do trabalhador. Não somos irresponsáveis. Apoiamos reforma da previdência urgente para milicos, magistrados, procuradores, deputados, filhas de milico pensionistas...;Positivo
Congresso vote a Reforma da Previdência e o pacote anti-crime. #AdelioPLIMPLIM;Positivo
Venho falando faz tempo q o BR tá virando um fundo d pensão quebrado, q sem a reforma da previdência ñ vai existir educação, saúde e nem segurança. Ou seja, ou é a reforma ou é o fim, ñ tem opção.;Positivo
POIS VOU TE ADIANTAR UMA COISA ESTA REFORMA DA PREVIDÊNCIA É SOMENTE PARA 4 a 5 ANOS VAMOS FAZER UMA PREVIDÊNCIA SOLIDA E UNICA E DESTITUIR TOTALMENTE ESTA PORCARIA QUE ESTÃO FAZENDO AGORA...;Positivo
"Se você realmente se importa com o PM e sua família, deve mudar sua postura quanto à reforma da previdência. Não sendo contra, mas sendo criticamente a favor. Lembre-se que a previdência é dos pobres. Os ricos só precisam desse dinheiro para ""girar a economia"".";Positivo
E quanto mais tarde votarem a reforma da previdência, mais tarde as pessoas vão ter que se aposentar.;Positivo
Queremos a reforma da previdência de Paulo Guedes. Talkei;Positivo
Vamos colocar aqui os governadores que estão contrários à reforma da previdência e exigindo algo em troca! Vamos pressionar! #reformadaprevidencia #AprovaNovaPrevidencia;Positivo
Reforma da previdência Abertura comercial Corte na tributação sobre o consumo Maior investimento na educação básica pública Investimento em pesquisa para cura de doenças Flamengo campeão da libertadores e do Mundial;Positivo
APROVA A REFORMA DA PREVIDÊNCIA DESPETIZA A MÁQUINA PÚBLICA E PRIVATIZA TUDO O RESTO NÃO INTERESSA!;Positivo
Foram 131 canalhas q votaram contra a reforma da previdência, ou seja, são aqueles q aprovaram duas reformas: A do sítio de Atibaia e a reforma do triplex!..;Positivo
Com todo respeito: - Penso que o senhor deveria estar mais preocupado com as questões da reforma da previdência. CUIDADO! Essa congregação de cobras (congresso) pode arruinar seu mandato. Vá lá e mostre aos seus eleitores que o senhor veio para unir o povo.;Positivo
A reforma da previdência foi aprovada, esperando a esquerda se manifestar para irem as ruas fazer badernas, quero ver o cacetete estralar no lombo desses vagabundos.;Positivo
Queremos a reforma da previdência do Paulo Guedes #1TrilhaoSemPrivilegios e pro Verdevaldo dizemos #SemTempoVerdevaldo o Brasil tem pressa.🇧🇷;Positivo
Só um idiota não vê que arrumaram isto pra atrapalhar a reforma da previdência. #ReformaDaPrevidenciaJa;Positivo
#SenadoAproveAReforma #ReformaDaPrevidencia #ReformaDaPrevidenciaJa #PrevidenciaOuMorte #PrevidenciaNaoPodeEsperar #PrevidenciaSimSTFNao #previdenciajá;Positivo
Quando uma pessoa normal(no caso uma pessoa que não está doutrina da ao ponto de não aceitar a opinião dos outros está certa) falar que a reforma da previdência favorece os ricos e tira dinheiro dos pobres mostre esse video ;Positivo
Parabéns ao governo do Presidente @jairbolsonaro , a @camaradeputados , ao @SenadoFederal e a todos os envolvidos na #ReformaDaPrevidência Que seja apenas o começo das importantes e profundas mudanças que o país tanto precisa. #vaiBrasil #OrdemeProgresso;Positivo
Não é por nós, é pelo Brasil. ◾Reforma da previdência ◾Pacote anti crime de Sérgio Moro ◾COAF no ministério da justiça ◾MP 870;Positivo
@pedropaulo não vai ser relator da reforma da previdência não precisamos de deputados que querem atrapalhar a a aprovação da mesma você e o @RodrigoMaia não nos subestimem;Positivo
"#reformadaprevidencia ""Se o governo Bolsonaro fizer as reformas o Brasil vai crescer muito mais do que as pessoas imaginam nos próximos anos. Gazeta do Povo em tempo real."" Ricardo Amorim. 06 de novembro de 2018.";Positivo
A imprensa marrom (Folha, Estadão, Globo, Veja, etc) acusa o governo de ter gasto R$2,6 bi em emendas para aprovar a reforma da previdência. Só não explica que são emendas impositivas para a Saúde. Se isso fosse explicado, a narrativa iria para o brejo... Jogam muito sujo.;Positivo
Pai Lobão precisamos de mais apoio à Reforma da Previdência. Tem que ser diariamente!;Positivo
Além disso, fritar aliado publicamente não é ético e correto. Essas questões se resolvem internamente, assim só gera desgaste. É como um casal que fica brigando em público, todo mundo se acha no direito de opinar e se meter. O governo precisa ter foco na reforma da previdência;Positivo
A Previdência dá lucro. Bolso tá tirando 600 bi dessa conta! Reforma para militares, judiciario e legislativo. ;Positivo
Abra mão de seus privilégios e apoie a reforma da previdência, que fará um bem para o futuro do Brasil! Vamos ser responsáveis !!!;Positivo
Reforma da Previdência já!!! Fico feliz em ler posições sensatas e positivas ao Governo Bolsonaro, avante, Brasil!!!! Catraca Livre: “Inimigos” de Bolsonaro são agora os maiores aliados. E de graça. https://catracalivre.com.br/parceiros-catraca/dimenstein/inimigos-de-bolsonaro-sao-agora-os-maiores-aliados-e-de-graca/ via @GoogleNews;Positivo
Senador Kajuru deu entrevista na jovenpan dizendo que a reforma da previdência não será aprovada foi um descerviso espero que vc e todos senadores lute para aprovação da reforma para o bem do Brasil 😷😷😷;Positivo
A aprovação de um presidente está ligada ao fator econômico, principalmente. Enquanto a economia não melhorar, e pra isso, é necessário que a reforma da previdência seja aprovada, a aprovação... ;Positivo
Depois da Reforma da Previdência e da CPI do Foro de São Paulo, tudo bem.;Positivo
Que absurso é esse. Deixem de ser cara de pau. A Reforma da Previdência é fundamental para o país. #PrevidenciaNaoPodeEsperar;Positivo
Se a reforma da previdência não acontecer, pelo fato do presidente não negociar com a antiga política, paciência... vamos todos sofrer no futuro ! Entretanto eu pessoalmente ficarei com a consciência tranquila de ter votado no homem certo, fazendo o correto! PS: Não sou robô !;Positivo
#Dia26EuVou samos todos Brasil, sim a reforma da previdência, sim para o pacote Anti-Crime do Moro.;Positivo
#Dia26BrasilNasRuas Galera! Na real! As pautas são essas: 1) Reforma da Previdência do Guedes. 2) Aprovação da MP da Reforma Administrativa. 3) Pacote Anticrime do Moro. 4) CPI Lava Toga Foda-se! Quem for podre que se quebre!;Positivo
Está colocando as manguinhas de fora.... 🧐 coloque, por favor a reforma da previdência para frente;Positivo
Reforma da previdência já foi votada agora só falta a votação da reforma tributária. Temos que aí que pedir pra que os deputados senadores coloquem am pauta essa votação.;Positivo
Tabata não se preocupe estou com você nessa luta a favor da reforma da previdência.;Positivo
Quem é contra a Reforma da Previdência é CONTRA O BR e não se preocupa com as futuras gerações! ;Positivo
Principalmente Pela Reforma da Previdência Social e a aprovação da Lei anti crime. #Dia26BrasilNasRuas.;Positivo
Muda Brasil, muda de verdade! Dia 26/05 haverá manifestações em todo o Brasil com pautas CLARAS e OBJETIVAS: MP870 (voto nominal), Reforma da Previdência, Pacote Anticrime e Lava Toga. #BolsonaroNossoPresidente #BolsonaroTemRazão #ReformaDaPrevidência #BOLSONARO2022;Positivo
@RodrigoMaia vai nos fiscalizar. Desenrola com a reforma da previdência. A lista de reformas está cheia, não adianta espernear.;Positivo
Reconheço que a fala não é o forte da família, mas nós estamos vendo a corrupção caindo, homicídios, criminalidade, juros risco caindo a volta de investimento, reforma da previdência entre outras coisas que tem sido feito, tá melhorando mas governar no Brasil não é tarefa fácil..;Positivo
REFORMA DA PREVIDÊNCIA DO GUEDES #PLN4AprovaJa;Positivo
Parabéns Rodrigo pelo seu empenho e desempenho na aprovação em primeiro turno da reforma da previdência, o Brasil agradece. Esperamos repetir em segundo turno.;Positivo
Centrão inimigo da nação e vc é o chefe. Se não aprovar a reforma da previdência integral vc sofrerá um impeachment pior que o do Cunha com o povo liderando tudo. Não vem cantar de galo que vc tá sujo. Sua hora vai chegar. #DeusBrasilBolsonaro #CentraoAtrasoDaNacao;Positivo
Você morre de medo da reforma da previdência pq sabe que vai melhorar o país. Pode torcer contra, pois o Brasil não precisa de você!;Positivo
Boa noite, eu apoio a reforma da previdência. Mas tem alugo a ser feito, para se aposentar te que contribuir mas tempo com a previdência, mas esqueceram que acima de 50 anos não consegue uma vaga de emprego. Tenho uma sugestão. Todo o empregador acima de 100 colaborador;Positivo
O Brasil precisa #ReformaDaPrevidência #ImpeachmentGilmarMendes #CPIdaLavaToga E simples assim !!!!! Que tal começarem a trabalhar e parar com essa choradeira !!!!!;Positivo
Cálculo de presidentes da Câmara e Senado estimam 380 votos para aprovar reforma da previdência: TÃO DEIXANDO A GENTE SONHAR ;Positivo
Taí , ficou claro a força que nós temos . Agora vamos nos direcionar a reforma da previdência . Sem ela , não haverá como Bolsonaro mudar o país . #reformadaprevidenciaja;Positivo
REFORMA DA PREVIDÊNCIA🧓👩‍🦳 Entendam por que a Reforma da Previdência é necessária e urgente! Palestra imperdível! @davialcolumbre @RodrigoMaia @MinEconomia @Biakicis @CarlaZambelli17 @CarlaPola @carlavilhenaa @thaisheredia @DeniseCToledo8 @MonicaWaldvogel;Positivo
#NovaPrevidenciaJa #NovaPrevidencia #NovaPrevidência #reformadaprevidencia #congressoaproveprevidenciaja #congresso;Positivo
O Pacote de Moro é tão importante quanto a Reforma da Previdência.. O Congresso não tem mais nada a fazer a não ser votar estas duas medidas.. #VamosParaAsRuas;Positivo
"BELÉM DO PARÁ ESTÁ NAS RUAS ! EM DEFENSA DO BRASIL🇧🇷 ■ Pela reforma da NOVA PREVIDÊNCIA do ministro Paulo Guedes; ■ Pelo PACOTE ANTICRIMES do ministro Sérgio Moro; ■ Pela REFORMA TRIBUTÁRIA; ■ Pela MP 870 - REFORMA ADMINISTRATIVA, COAF PARA O SÉRGIO MORO; ■ Pelo GOVERNO B17 ";Positivo
A nossa bandeira jamais será vermelha !!!!!!!! Muda Brasil, muda Brasil, muda de verdade é Bolsonaro com amor e com coragem!!! Brasil acima de tudo e Deus acima de todos!! #ReformasJa #ReformaDaPrevidência #CPIdaLavaToga #26NasRuas #abortonão #BolsonaroNossoPresidente 🇧🇷🇧🇷🇧🇷🇧🇷;Positivo
Ninguém ta apoiando corte, gênio. Pra ter investimento tem que ter dinheiro, só vamos ter mais dinheiro se aprovarmos a reforma da previdência. Sem aprovar a reforma, é cada vez menos recurso pra educação. A gente gasta hoje 707 bi com previdência e 99 bi com educação. ACORDA!;Positivo
Desmisitificando a Reforma da Previdência! Ela vai afetar mais as camadas mais altas. #reformadaprevidencia #ReformaDaPrevidenciaSim #novo30 #novosjc;Positivo
Não adianta criar mais polêmicas entre o Olavo e os generais, pois isso que a esquerda quer, a esquerda estar conseguindo tirar o foco da Reforma da Previdência, o governo conseguindo aprovar essa reforma, vai desestabilizar toda a mídia e esquerda. ;Positivo
🇧🇷 Vamos lá BRASIL!!! Escreva aos deputados indecisos!!! A Reforma da Previdência é necessária para que o Brasil retome o crescimento!!! #BrasilExigeReformaCCJ;Positivo
Isso significa que ele não vai mais explicar o que já foi explicado, esse chileno está cansado de saber que a reforma da previdência é importante , porque ele não para de tanto mimimi e assina logo para o Brasil poder seguir em frente.;Positivo
"""cruel reforma da previdência"". Cruel para saqueadores da nação, como vcs por exemplo.";Positivo
Vote a favor da reforma da previdência,minha família toda votou em você.;Positivo
Vamos pedir a volta dos estados e municípios na reforma da previdência também!!;Positivo
Ah gente, vocês acham que se a reforma da Previdência fosse ruim esse Ratinho aqui a defenderia?! #LutePelaSuaAposentadoria;Positivo
Quem são os maiores interessados para que a reforma da Previdência não aconteça #EuApoioNovaPrevidencia;Positivo
Primeiro: a reforma da previdência é necessária para todo mundo, inclusive para os pobres. Porém, nesse ponto eu concordo com vc, o presidente não deveria ceder aos grupos de pressão, pois todo mundo, de policiais a parlamentares, deveria dar sua parcela de sacrifício pelo país;Positivo
A Reforma da Previdência (a mais importante de todas, sem ela não se faz mais nada no país) Lembrando que FHC/LULA/DILMA não a fizeram, tiveram chance de fazer mas não a fez, preferiram maquiar e investir no populismo;Positivo
"#BrasilNasRuas pela Reforma da Previdência. pelo fim do voto parlamentar vendido (""articulado"")";Positivo
Bom dia. Apoio à Reforma da PREVIDÊNCIA. #EuApoioNovaPrevidencia;Positivo
#EuApoioSergioMoro #FimForoPrivilegiado #PacoteAnticrimeJa #PatriaAmadaBrasil #OBrasilVaiMelhorar #ArmasPelaVida #BolsonaroNossoPresidente #EuAcreditonoBrasil #EuApoioaLavaJato #ReformaDaPrevidência #LulaNaCadeia #BrasilnasRuas #ReformaPolitica #r;Positivo
Obrigado pelo excelente trabalho!! Taxa selic mínima histórica, inflação na meta, PEC do Teto, reforma trabalhista, fim do imposto sindical etc, só não aprovou a reforma da previdência graças à tentativa de golpe de @RodrigoJanot que já caiu no ostracismo com suas flechadas lixo.;Positivo
Eu acho que a @joicehasselmann é o @kimpkat , tem os mesmos interesses qto a Reforma Da Previdência, então devem unir forças e não ficar dando assunto para alguma Leitores de Print de Esquerda ficarem com Piadinhas desnecessárias... #VoteSimPelaReforma;Positivo
O Instituto Liberal apoia a Reforma da Previdência e deixou sua assinatura na iniciativa “Apoie a Reforma”. ;Positivo
A sua democracia é travar a reforma da previdência. Você é contra o povo brasileiro. Ia pedir para você ter vergonha na cara mas você não tem. #SenadoNovaPrevidencia;Positivo
Ganham com suas palestras pois estamos no capitalismo e não no comunismo como você defende. No entanto chamá-lo de hipócrita. E você é o que quando não abdica das mordomias e sua aposentadoria especial? Enganando o povo mais humilde para ficarem contra a reforma da previdência;Positivo
Estou com medo de tomar uma hoje e isso atrapalhar a tramitação da reforma da previdência. #EuApoioNovaPrevidencia;Positivo
quebrando tabu apoia a reforma da previdência cuzoes;Positivo
Faz tempo que estes safados estao usando a Reforma da Previdencia para chantagear o Governo. E estao aproveitando o projeto para aprovarem toda a Pauta Pro-Crime deles. Eles nao estao nem ai para o Povo Brasileiro e o pais. Bando de CANALHAS!!! #SenadoAproveAPrevidencia;Positivo
Muita gente ai chingando quem votou no Bolsonaro por causa da reforma da previdência e o corte de verba pra Universidades, aconselho que se informem sobre quanto é gasto com previdência por ano e tirem suas conclusões, não sou puxa saco de político, e vão vcs tomar no cú!;Positivo
A esquerda mostra toda sua cara hoje na CCJ, a cara do atraso, da mentira, da safadeza e da idiotia. Estamos todos aqui vendo esta sujeira deles contra o PG. Curiosamente a reforma da previdência ajuda a arrumar a casa que a esquerda deixou destruída em 2016;Positivo
Nós temos pressa ! Cadê a reforma da previdência ? Somos ainda muitos desempregados e o congresso travando o Brasil . A nossa fome é diferente da fome deles;Positivo
https://youtu.be/HTjTru02POM NO MOMENTO RODRIGO MAIA É O MALVADO NECESSÁRIO, PRA VOTAR A REFORMA DA PREVIDÊNCIA!.;Positivo
Maluco é quem não apoio o - Pacote Anticrime - Reforma da Previdência - Votação nominal da MP 870 - Lava Toga Pode vim MBL, PT, PSOL e Cia Ltda. #BolsonaroNossoPresidente;Positivo
Mesmo que não existisse, deveria haver reforma da previdência, porque não é razoável e justo que funcionários públicos do alto escalão tenham aposentadorias de marajás, enquanto o trabalhador tem aposentadoria de miséria.;Positivo
Por que não luta para que o PT devolva o que roubou? Se não houver Reforma da Previdência o país quebra - todos sabem disso! Precisamos de novos investimentos, mas vocês querem deixar tudo amarrado para que o país não seja competitivo! Vocês são o atraso personificado!;Positivo
